Pokemon,Abilities,Base_Experience,Height,ID,Type_1,Type_2,Weight,HP,Attack,Defense,Special_Attack,Special_Defense,Speed,Sprites,Base_Pokemon,Evolution_Level_1,Evolution_Level_2
Perrserker,Battle-Armor,154.0,8,863,Steel,No Second Type,280,70,110,100,50,60,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/863.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Cursola,Weak-Armor,179.0,10,864,Ghost,No Second Type,4,60,95,50,145,130,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/864.png,Corsola,Cursola,No Second Evolution
Sirfetchd,Steadfast,177.0,8,865,Fighting,No Second Type,1170,62,135,95,68,82,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/865.png,Farfetchd,Sirfetchd,No Second Evolution
Mr-Rime,Tangled-Feet,182.0,15,866,Ice,Psychic,582,80,85,75,110,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/866.png,Mime-Jr,Mr-Mime,Mr-Rime
Runerigus,Wandering-Spirit,169.0,16,867,Ground,Ghost,666,58,95,145,50,105,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/867.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Milcery,Sweet-Veil,54.0,2,868,Fairy,No Second Type,3,45,40,40,50,61,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/868.png,Milcery,Alcremie,No Second Evolution
Alcremie,Sweet-Veil,173.0,3,869,Fairy,No Second Type,5,65,60,75,110,121,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/869.png,Milcery,Alcremie,No Second Evolution
Falinks,Battle-Armor,165.0,30,870,Fighting,No Second Type,620,65,100,100,70,60,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/870.png,Falinks,No First Evolution,No Second Evolution
Pincurchin,Lightning-Rod,152.0,3,871,Electric,No Second Type,10,48,101,95,91,85,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/871.png,Pincurchin,No First Evolution,No Second Evolution
Snom,Shield-Dust,37.0,3,872,Ice,Bug,38,30,25,35,45,30,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/872.png,Snom,Frosmoth,No Second Evolution
Frosmoth,Shield-Dust,166.0,13,873,Ice,Bug,420,70,65,60,125,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/873.png,Snom,Frosmoth,No Second Evolution
Stonjourner,Power-Spot,165.0,25,874,Rock,No Second Type,5200,100,125,135,20,20,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/874.png,Stonjourner,No First Evolution,No Second Evolution
Eiscue-Ice,Ice-Face,165.0,14,875,Ice,No Second Type,890,75,80,110,65,90,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/875.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Indeedee-Male,Inner-Focus,166.0,9,876,Psychic,Normal,280,60,65,55,105,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/876.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Morpeko-Full-Belly,Hunger-Switch,153.0,3,877,Electric,Dark,30,58,95,58,70,58,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/877.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Cufant,Sheer-Force,66.0,12,878,Steel,No Second Type,1000,72,80,49,40,49,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/878.png,Cufant,Copperajah,No Second Evolution
Copperajah,Sheer-Force,175.0,30,879,Steel,No Second Type,6500,122,130,69,80,69,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/879.png,Cufant,Copperajah,No Second Evolution
Dracozolt,Volt-Absorb,177.0,18,880,Electric,Dragon,1900,90,100,90,80,70,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/880.png,Dracozolt,No First Evolution,No Second Evolution
Arctozolt,Volt-Absorb,177.0,23,881,Electric,Ice,1500,90,100,90,90,80,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/881.png,Arctozolt,No First Evolution,No Second Evolution
Dracovish,Water-Absorb,177.0,23,882,Water,Dragon,2150,90,90,100,70,80,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/882.png,Dracovish,No First Evolution,No Second Evolution
Arctovish,Water-Absorb,177.0,20,883,Water,Ice,1750,90,90,100,80,90,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/883.png,Arctovish,No First Evolution,No Second Evolution
Duraludon,Light-Metal,187.0,18,884,Steel,Dragon,400,70,95,115,120,50,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/884.png,Duraludon,No First Evolution,No Second Evolution
Dreepy,Clear-Body,54.0,5,885,Dragon,Ghost,20,28,60,30,40,30,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/885.png,Dreepy,Drakloak,Dragapult
Drakloak,Clear-Body,144.0,14,886,Dragon,Ghost,110,68,80,50,60,50,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/886.png,Dreepy,Drakloak,Dragapult
Dragapult,Clear-Body,300.0,30,887,Dragon,Ghost,500,88,120,75,100,75,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/887.png,Dreepy,Drakloak,Dragapult
Zacian,Intrepid-Sword,335.0,28,888,Fairy,No Second Type,1100,92,120,115,80,115,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/888.png,Zacian,No First Evolution,No Second Evolution
Zamazenta,Dauntless-Shield,335.0,29,889,Fighting,No Second Type,2100,92,120,115,80,115,138,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/889.png,Zamazenta,No First Evolution,No Second Evolution
Eternatus,Pressure,345.0,200,890,Poison,Dragon,9500,140,85,95,145,95,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/890.png,Eternatus,No First Evolution,No Second Evolution
Kubfu,Inner-Focus,77.0,6,891,Fighting,No Second Type,120,60,90,60,53,50,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/891.png,Kubfu,Urshifu,No Second Evolution
Urshifu-Single-Strike,Unseen-Fist,275.0,19,892,Fighting,Dark,1050,100,130,100,63,60,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/892.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Zarude,Leaf-Guard,300.0,18,893,Dark,Grass,700,105,120,105,70,95,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/893.png,Zarude,No First Evolution,No Second Evolution
Regieleki,Transistor,290.0,12,894,Electric,No Second Type,1450,80,100,50,100,50,200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/894.png,Regieleki,No First Evolution,No Second Evolution
Regidrago,Dragons-Maw,290.0,21,895,Dragon,No Second Type,2000,200,100,50,100,50,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/895.png,Regidrago,No First Evolution,No Second Evolution
Glastrier,Chilling-Neigh,290.0,22,896,Ice,No Second Type,8000,100,145,130,65,110,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/896.png,Glastrier,No First Evolution,No Second Evolution
Spectrier,Grim-Neigh,290.0,20,897,Ghost,No Second Type,445,100,65,60,145,80,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/897.png,Spectrier,No First Evolution,No Second Evolution
Calyrex,Unnerve,250.0,11,898,Psychic,Grass,77,100,80,80,80,80,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/898.png,Calyrex,No First Evolution,No Second Evolution
Deoxys-Attack,Pressure,270.0,17,10001,Psychic,No Second Type,608,50,180,20,180,20,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10001.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Deoxys-Defense,Pressure,270.0,17,10002,Psychic,No Second Type,608,50,70,160,70,160,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10002.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Deoxys-Speed,Pressure,270.0,17,10003,Psychic,No Second Type,608,50,95,90,95,90,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10003.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Wormadam-Sandy,Anticipation,148.0,5,10004,Bug,Ground,65,60,79,105,59,85,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10004.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Wormadam-Trash,Anticipation,148.0,5,10005,Bug,Steel,65,60,69,95,69,95,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10005.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Shaymin-Sky,Serene-Grace,270.0,4,10006,Grass,Flying,52,100,103,75,120,75,127,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10006.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Giratina-Origin,Levitate,340.0,69,10007,Ghost,Dragon,6500,150,120,100,120,100,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10007.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Rotom-Heat,Levitate,182.0,3,10008,Electric,Fire,3,50,65,107,105,107,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10008.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Rotom-Wash,Levitate,182.0,3,10009,Electric,Water,3,50,65,107,105,107,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10009.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Rotom-Frost,Levitate,182.0,3,10010,Electric,Ice,3,50,65,107,105,107,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10010.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Rotom-Fan,Levitate,182.0,3,10011,Electric,Flying,3,50,65,107,105,107,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10011.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Rotom-Mow,Levitate,182.0,3,10012,Electric,Grass,3,50,65,107,105,107,86,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10012.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Castform-Sunny,Forecast,147.0,3,10013,Fire,No Second Type,8,70,70,70,70,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10013.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Castform-Rainy,Forecast,147.0,3,10014,Water,No Second Type,8,70,70,70,70,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10014.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Castform-Snowy,Forecast,147.0,3,10015,Ice,No Second Type,8,70,70,70,70,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10015.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Basculin-Blue-Striped,Rock-Head,161.0,10,10016,Water,No Second Type,180,70,92,65,80,55,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10016.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Darmanitan-Zen,Sheer-Force,189.0,13,10017,Fire,Psychic,929,105,30,105,140,105,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10017.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Meloetta-Pirouette,Serene-Grace,270.0,6,10018,Normal,Fighting,65,100,128,90,77,77,128,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10018.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Tornadus-Therian,Regenerator,290.0,14,10019,Flying,No Second Type,630,79,100,80,110,90,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10019.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Thundurus-Therian,Volt-Absorb,290.0,30,10020,Electric,Flying,610,79,105,70,145,80,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10020.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Landorus-Therian,Intimidate,300.0,13,10021,Ground,Flying,680,89,145,90,105,80,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10021.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Kyurem-Black,Teravolt,350.0,33,10022,Dragon,Ice,3250,125,170,100,120,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10022.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Kyurem-White,Turboblaze,350.0,36,10023,Dragon,Ice,3250,125,120,90,170,100,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10023.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Keldeo-Resolute,Justified,290.0,14,10024,Water,Fighting,485,91,72,90,129,90,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10024.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Meowstic-Female,Keen-Eye,163.0,6,10025,Psychic,No Second Type,85,74,48,76,83,81,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10025.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Aegislash-Blade,Stance-Change,250.0,17,10026,Steel,Ghost,530,60,140,50,140,50,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10026.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pumpkaboo-Small,Pickup,67.0,3,10027,Ghost,Grass,35,44,66,70,44,55,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10027.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pumpkaboo-Large,Pickup,67.0,5,10028,Ghost,Grass,75,54,66,70,44,55,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10028.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pumpkaboo-Super,Pickup,67.0,8,10029,Ghost,Grass,150,59,66,70,44,55,41,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10029.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Gourgeist-Small,Pickup,173.0,7,10030,Ghost,Grass,95,55,85,122,58,75,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10030.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Gourgeist-Large,Pickup,173.0,11,10031,Ghost,Grass,140,75,95,122,58,75,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10031.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Gourgeist-Super,Pickup,173.0,17,10032,Ghost,Grass,390,85,100,122,58,75,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10032.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Venusaur-Mega,Thick-Fat,281.0,24,10033,Grass,Poison,1555,80,100,123,122,120,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10033.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Charizard-Mega-X,Tough-Claws,285.0,17,10034,Fire,Dragon,1105,78,130,111,130,85,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10034.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Charizard-Mega-Y,Drought,285.0,17,10035,Fire,Flying,1005,78,104,78,159,115,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10035.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Blastoise-Mega,Mega-Launcher,284.0,16,10036,Water,No Second Type,1011,79,103,120,135,115,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10036.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Alakazam-Mega,Trace,270.0,12,10037,Psychic,No Second Type,480,55,50,65,175,105,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10037.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Gengar-Mega,Shadow-Tag,270.0,14,10038,Ghost,Poison,405,60,65,80,170,95,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10038.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Kangaskhan-Mega,Parental-Bond,207.0,22,10039,Normal,No Second Type,1000,105,125,100,60,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10039.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pinsir-Mega,Aerilate,210.0,17,10040,Bug,Flying,590,65,155,120,65,90,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10040.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Gyarados-Mega,Mold-Breaker,224.0,65,10041,Water,Dark,3050,95,155,109,70,130,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10041.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Aerodactyl-Mega,Tough-Claws,215.0,21,10042,Rock,Flying,790,80,135,85,70,95,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10042.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Mewtwo-Mega-X,Steadfast,351.0,23,10043,Psychic,Fighting,1270,106,190,100,154,100,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10043.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Mewtwo-Mega-Y,Insomnia,351.0,15,10044,Psychic,No Second Type,330,106,150,70,194,120,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10044.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Ampharos-Mega,Mold-Breaker,275.0,14,10045,Electric,Dragon,615,90,95,105,165,110,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10045.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Scizor-Mega,Technician,210.0,20,10046,Bug,Steel,1250,70,150,140,65,100,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10046.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Heracross-Mega,Skill-Link,210.0,17,10047,Bug,Fighting,625,80,185,115,40,105,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10047.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Houndoom-Mega,Solar-Power,210.0,19,10048,Dark,Fire,495,75,90,90,140,90,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10048.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Tyranitar-Mega,Sand-Stream,315.0,25,10049,Rock,Dark,2550,100,164,150,95,120,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10049.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Blaziken-Mega,Speed-Boost,284.0,19,10050,Fire,Fighting,520,80,160,80,130,80,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10050.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Gardevoir-Mega,Pixilate,278.0,16,10051,Psychic,Fairy,484,68,85,65,165,135,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10051.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Mawile-Mega,Huge-Power,168.0,10,10052,Steel,Fairy,235,50,105,125,55,95,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10052.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Aggron-Mega,Filter,284.0,22,10053,Steel,No Second Type,3950,70,140,230,60,80,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10053.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Medicham-Mega,Pure-Power,179.0,13,10054,Fighting,Psychic,315,60,100,85,80,85,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10054.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Manectric-Mega,Intimidate,201.0,18,10055,Electric,No Second Type,440,70,75,80,135,80,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10055.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Banette-Mega,Prankster,194.0,12,10056,Ghost,No Second Type,130,64,165,75,93,83,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10056.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Absol-Mega,Magic-Bounce,198.0,12,10057,Dark,No Second Type,490,65,150,60,115,60,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10057.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Garchomp-Mega,Sand-Force,315.0,19,10058,Dragon,Ground,950,108,170,115,120,95,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10058.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Lucario-Mega,Adaptability,219.0,13,10059,Fighting,Steel,575,70,145,88,140,70,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10059.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Abomasnow-Mega,Snow-Warning,208.0,27,10060,Grass,Ice,1850,90,132,105,132,105,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10060.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Floette-Eternal,Flower-Veil,243.0,2,10061,Fairy,No Second Type,9,74,65,67,125,128,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10061.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Latias-Mega,Levitate,315.0,18,10062,Dragon,Psychic,520,80,100,120,140,150,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10062.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Latios-Mega,Levitate,315.0,23,10063,Dragon,Psychic,700,80,130,100,160,120,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10063.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Swampert-Mega,Swift-Swim,286.0,19,10064,Water,Ground,1020,100,150,110,95,110,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10064.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Sceptile-Mega,Lightning-Rod,284.0,19,10065,Grass,Dragon,552,70,110,75,145,85,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10065.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Sableye-Mega,Magic-Bounce,168.0,5,10066,Dark,Ghost,1610,50,85,125,85,115,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10066.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Altaria-Mega,Pixilate,207.0,15,10067,Dragon,Fairy,206,75,110,110,110,105,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10067.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Gallade-Mega,Inner-Focus,278.0,16,10068,Psychic,Fighting,564,68,165,95,65,115,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10068.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Audino-Mega,Healer,425.0,15,10069,Normal,Fairy,320,103,60,126,80,126,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10069.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Sharpedo-Mega,Strong-Jaw,196.0,25,10070,Water,Dark,1303,70,140,70,110,65,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10070.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Slowbro-Mega,Shell-Armor,207.0,20,10071,Water,Psychic,1200,95,75,180,130,80,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10071.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Steelix-Mega,Sand-Force,214.0,105,10072,Steel,Ground,7400,75,125,230,55,95,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10072.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Pidgeot-Mega,No-Guard,261.0,22,10073,Normal,Flying,505,83,80,80,135,80,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10073.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Glalie-Mega,Refrigerate,203.0,21,10074,Ice,No Second Type,3502,80,120,80,120,80,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10074.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Diancie-Mega,Magic-Bounce,315.0,11,10075,Rock,Fairy,278,50,160,110,160,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10075.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Metagross-Mega,Tough-Claws,315.0,25,10076,Steel,Psychic,9429,80,145,150,105,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10076.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
Kyogre-Primal,Primordial-Sea,347.0,98,10077,Water,No Second Type,4300,100,150,90,180,160,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10077.png,No Evolution Chain,No Evolution Chain,No Evolution Chain
